n,era5_mean,conus404_mean,bias,mae,rmse,pearson_r,pearson_pvalue,r_squared,nrmse,n_era5,n_conus404,mean_difference,era5_std,conus404_std,std_ratio,ks_statistic,ks_pvalue,p50_era5,p50_conus404,p50_difference,p50_percent_bias,p75_era5,p75_conus404,p75_difference,p75_percent_bias,p90_era5,p90_conus404,p90_difference,p90_percent_bias,p95_era5,p95_conus404,p95_difference,p95_percent_bias,p99_era5,p99_conus404,p99_difference,p99_percent_bias,year,season,variable,variable_name,units
91,956.309753,96698.242188,95741.921875,95741.921875,95742.156250,0.950278,0.000000,0.903028,39538.199219,91,91,95741.929688,2.421510,214.468124,88.567917,1.000000,0.000000,956.251343,96709.523438,95753.273438,10013.399414,957.860596,96840.531250,95882.671875,10010.085938,959.797119,96947.054688,95987.257812,10000.786133,960.232788,97039.375000,96079.140625,10005.817383,961.062744,97115.367188,96154.304688,10004.997070,1982,Autumn,sp,Surface Pressure,hPa
90,0.639447,0.358646,-0.280801,0.339106,0.439781,0.915266,0.000000,0.837713,0.523858,90,90,-0.280801,0.839505,0.754836,0.899145,0.166667,0.164473,0.653137,0.364233,-0.288905,-44.233364,1.168594,0.835676,-0.332918,-28.488798,1.701690,1.346199,-0.355491,-20.890478,2.162779,1.751201,-0.411578,-19.030039,2.543950,1.949967,-0.593983,-23.348837,1982,Winter,u10,10m U-Wind,m/s
92,0.358884,0.045886,-0.312997,0.385107,0.471017,0.824201,0.000000,0.679308,0.757948,92,92,-0.312997,0.621437,0.518789,0.834822,0.239130,0.010156,0.356811,0.002221,-0.354590,-99.377457,0.838761,0.394675,-0.444087,-52.945538,1.228173,0.742624,-0.485550,-39.534283,1.349036,0.938844,-0.410192,-30.406309,1.610392,1.066684,-0.543708,-33.762455,1982,Spring,u10,10m U-Wind,m/s
92,0.398187,-0.081289,-0.479476,0.479476,0.533827,0.813162,0.000000,0.661232,1.327436,92,92,-0.479476,0.402149,0.310054,0.770993,0.532609,0.000000,0.448359,-0.041203,-0.489562,-109.189735,0.690621,0.127157,-0.563464,-81.587997,0.862502,0.290253,-0.572249,-66.347595,0.998937,0.398367,-0.600570,-60.120945,1.151042,0.507901,-0.643140,-55.874630,1982,Summer,u10,10m U-Wind,m/s
91,-0.046192,-0.191659,-0.145468,0.328118,0.396528,0.771250,0.000000,0.594827,0.684245,91,91,-0.145468,0.579512,0.448620,0.774133,0.164835,0.169060,-0.096728,-0.258788,-0.162060,-167.540802,0.238835,0.087358,-0.151477,-63.423351,0.747572,0.355940,-0.391632,-52.387222,1.062634,0.620240,-0.442395,-41.631878,1.728265,0.850632,-0.877632,-50.781136,1982,Autumn,u10,10m U-Wind,m/s
90,-0.137290,-0.471951,-0.334661,0.466526,0.559566,0.786285,0.000000,0.618244,0.770983,90,90,-0.334661,0.725782,0.575350,0.792730,0.344444,0.000039,-0.066757,-0.438521,-0.371765,-556.894836,0.339588,-0.187981,-0.527568,-155.355560,0.744585,0.228950,-0.515635,-69.251389,0.999774,0.562583,-0.437191,-43.729000,1.564197,0.878870,-0.685328,-43.813377,1982,Winter,v10,10m V-Wind,m/s
92,0.043304,-0.539829,-0.583134,0.603443,0.704749,0.823010,0.000000,0.677346,1.011634,92,92,-0.583133,0.696644,0.579530,0.831888,0.347826,0.000025,0.041274,-0.532255,-0.573529,-1389.572388,0.522336,-0.120168,-0.642503,-123.005844,1.007487,0.262449,-0.745039,-73.950180,1.215616,0.424125,-0.791490,-65.110237,1.605659,0.615137,-0.990522,-61.689423,1982,Spring,v10,10m V-Wind,m/s
92,0.330183,-0.217557,-0.547740,0.549154,0.604434,0.813473,0.000000,0.661739,1.406187,92,92,-0.547740,0.429839,0.402801,0.937096,0.554348,0.000000,0.347317,-0.231763,-0.579080,-166.729385,0.620598,0.031493,-0.589105,-94.925377,0.773669,0.265630,-0.508039,-65.666161,1.008381,0.468549,-0.539832,-53.534531,1.223299,0.589093,-0.634206,-51.843922,1982,Summer,v10,10m V-Wind,m/s
91,-0.085090,-0.529618,-0.444528,0.528644,0.657433,0.743355,0.000000,0.552577,0.907899,91,91,-0.444528,0.724125,0.540215,0.746024,0.340659,0.000044,-0.137024,-0.510542,-0.373518,-272.592926,0.316804,-0.219142,-0.535946,-169.172668,0.802548,0.193495,-0.609053,-75.889931,1.240492,0.362865,-0.877627,-70.748291,1.699952,0.558280,-1.141671,-67.159050,1982,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331034,-0.499768,0.499768,0.499900,0.631410,0.000000,0.398678,35.358082,90,90,-0.499768,0.014138,0.012399,0.877002,1.000000,0.000000,0.825802,0.326622,-0.499180,-60.447868,0.838845,0.339599,-0.499246,-59.515865,0.851528,0.350320,-0.501208,-58.859829,0.861069,0.354289,-0.506780,-58.854744,0.868702,0.359951,-0.508751,-58.564548,1982,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579642,-0.491736,0.491736,0.491930,0.998164,0.000000,0.996332,2.965704,92,92,-0.491736,0.165873,0.175038,1.055256,0.902174,0.000000,1.039403,0.528543,-0.510860,-49.149403,1.212397,0.724572,-0.487825,-40.236397,1.317859,0.848183,-0.469676,-35.639294,1.353485,0.891347,-0.462138,-34.144302,1.381986,0.925886,-0.456100,-33.003212,1982,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122747,-0.421208,0.421208,0.421342,0.998140,0.000000,0.996283,7.007906,92,92,-0.421208,0.060124,0.069991,1.164116,1.000000,0.000000,1.561647,1.144999,-0.416648,-26.680021,1.593155,1.178804,-0.414351,-26.008179,1.611411,1.200100,-0.411311,-25.524906,1.618217,1.206265,-0.411952,-25.457163,1.622969,1.212188,-0.410782,-25.310501,1982,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608377,-0.483020,0.483020,0.483896,0.999799,0.000000,0.999599,2.719520,91,91,-0.483020,0.177934,0.206795,1.162196,0.824176,0.000000,1.029400,0.541799,-0.487602,-47.367561,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1982,Autumn,lai,Leaf Area Index,Index
90,276.443695,276.815308,0.371643,0.580619,0.757318,0.992179,0.000000,0.984420,0.239521,90,90,0.371613,3.161800,2.608248,0.824925,0.111111,0.637827,277.069458,277.349854,0.280396,0.101200,278.676117,278.766296,0.090179,0.032360,279.994324,279.401001,-0.593323,-0.211905,280.323700,279.792633,-0.531067,-0.189448,281.028534,280.785339,-0.243195,-0.086537,1983,Winter,t2m,2m Temperature,K
92,284.243011,283.911926,-0.331087,0.472891,0.579325,0.992870,0.000000,0.985791,0.160412,92,92,-0.331085,3.611475,3.384033,0.937023,0.141304,0.318630,282.973083,282.536926,-0.436157,-0.154134,287.045197,286.422058,-0.623138,-0.217087,289.720367,289.319946,-0.400421,-0.138210,290.650970,289.785645,-0.865326,-0.297720,291.310333,290.925446,-0.384888,-0.132123,1983,Spring,t2m,2m Temperature,K
92,295.225128,294.310944,-0.914181,0.914181,0.948383,0.992391,0.000000,0.984840,0.506900,92,92,-0.914185,1.870946,1.753583,0.937271,0.380435,0.000003,295.774109,294.750702,-1.023407,-0.346010,296.566162,295.510986,-1.055176,-0.355798,297.028717,295.970551,-1.058167,-0.356251,297.272217,296.192566,-1.079651,-0.363186,297.877533,296.800781,-1.076752,-0.361475,1983,Summer,t2m,2m Temperature,K
91,287.620392,287.573914,-0.046471,0.385651,0.486978,0.997587,0.000000,0.995180,0.103375,91,91,-0.046478,4.710800,4.341617,0.921631,0.076923,0.952399,287.351501,287.424988,0.073486,0.025574,290.796326,290.512817,-0.283508,-0.097494,294.551666,293.488739,-1.062927,-0.360863,295.570923,294.560089,-1.010834,-0.341994,296.099884,295.384308,-0.715576,-0.241667,1983,Autumn,t2m,2m Temperature,K
90,271.749146,272.902985,1.153868,1.160360,1.305016,0.992226,0.000000,0.984513,0.409104,90,90,1.153839,3.189936,2.702466,0.847185,0.222222,0.023205,272.640259,273.359985,0.719727,0.263984,274.295197,274.986572,0.691376,0.252055,274.998566,275.648956,0.650391,0.236507,275.305267,275.886871,0.581604,0.211258,275.737671,276.419434,0.681763,0.247250,1983,Winter,d2m,2m Dewpoint,K
92,277.704834,278.495850,0.791003,0.847746,0.982267,0.982679,0.000000,0.965657,0.318408,92,92,0.791016,3.084935,2.920455,0.946683,0.163043,0.173668,277.279785,277.650269,0.370483,0.133614,279.807648,280.679016,0.871368,0.311417,282.871521,283.286407,0.414886,0.146670,283.436371,283.658142,0.221771,0.078244,283.763672,284.180725,0.417053,0.146972,1983,Spring,d2m,2m Dewpoint,K
92,288.056396,287.965881,-0.090498,0.291351,0.336201,0.990828,0.000000,0.981739,0.179484,92,92,-0.090515,1.873153,1.654059,0.883035,0.141304,0.318630,288.709656,288.524445,-0.185211,-0.064151,289.582245,289.317993,-0.264252,-0.091253,290.067810,289.668671,-0.399139,-0.137602,290.243591,289.891937,-0.351654,-0.121158,290.519623,290.012573,-0.507050,-0.174532,1983,Summer,d2m,2m Dewpoint,K
91,281.869476,282.789917,0.920435,0.939616,1.087496,0.994906,0.000000,0.989839,0.259270,91,91,0.920441,4.194448,3.777266,0.900539,0.175824,0.120121,282.002136,283.328766,1.326630,0.470432,284.988434,285.566986,0.578552,0.203009,287.819061,287.798279,-0.020782,-0.007221,288.553101,288.557861,0.004761,0.001650,289.205505,289.439636,0.234131,0.080957,1983,Autumn,d2m,2m Dewpoint,K
90,955.734436,96649.757812,95694.007812,95694.007812,95694.476562,0.963294,0.000000,0.927935,29354.203125,90,90,95694.023438,3.259992,299.795746,91.962097,1.000000,0.000000,955.310852,96572.820312,95617.507812,10009.046875,957.937256,96855.117188,95897.179688,10010.799805,960.003967,97065.593750,96105.585938,10010.958008,961.383911,97232.281250,96270.898438,10013.783203,964.441406,97499.070312,96534.625000,10009.381836,1983,Winter,sp,Surface Pressure,hPa
92,953.271667,96492.304688,95539.023438,95539.023438,95539.359375,0.971677,0.000000,0.944156,34205.574219,92,92,95539.031250,2.793093,258.730408,92.632217,1.000000,0.000000,953.830566,96523.359375,95569.531250,10019.549805,955.398682,96692.468750,95737.070312,10020.640625,956.576233,96781.554688,95824.976562,10017.495117,957.158203,96862.515625,95905.359375,10019.802734,958.118652,96935.132812,95977.015625,10017.237305,1983,Spring,sp,Surface Pressure,hPa
92,956.194824,96670.296875,95714.078125,95714.078125,95714.250000,0.978200,0.000000,0.956876,47580.335938,92,92,95714.101562,2.011635,178.640442,88.803627,1.000000,0.000000,956.191284,96654.562500,95698.375000,10008.288086,957.410400,96786.929688,95829.515625,10009.241211,959.220459,96932.492188,95973.273438,10005.339844,959.504883,96969.953125,96010.445312,10006.249023,960.645142,97065.773438,96105.125000,10004.226562,1983,Summer,sp,Surface Pressure,hPa
91,955.731384,96642.234375,95686.507812,95686.507812,95686.906250,0.979005,0.000000,0.958450,28704.140625,91,91,95686.500000,3.333558,285.752228,85.719902,1.000000,0.000000,956.008911,96678.125000,95722.117188,10012.680664,958.040283,96869.781250,95911.742188,10011.243164,959.783997,96995.382812,96035.601562,10005.959961,960.638794,97029.945312,96069.304688,10000.564453,961.729736,97102.515625,96140.789062,9996.653320,1983,Autumn,sp,Surface Pressure,hPa
90,0.614883,0.406909,-0.207975,0.349864,0.455769,0.873393,0.000000,0.762816,0.559285,90,90,-0.207975,0.814914,0.628304,0.771006,0.222222,0.023205,0.651591,0.404210,-0.247381,-37.965641,1.164020,0.765977,-0.398043,-34.195545,1.546668,1.080657,-0.466011,-30.129969,1.962973,1.251329,-0.711644,-36.253395,2.782715,2.446637,-0.336078,-12.077331,1983,Winter,u10,10m U-Wind,m/s
92,0.390268,0.055215,-0.335053,0.380288,0.459600,0.885797,0.000000,0.784636,0.686602,92,92,-0.335053,0.669384,0.642662,0.960080,0.239130,0.010156,0.343807,-0.018258,-0.362065,-105.310577,0.760844,0.524164,-0.236680,-31.107599,1.267745,0.929875,-0.337870,-26.651257,1.709260,1.164481,-0.544779,-31.872196,1.969813,1.536260,-0.433553,-22.009842,1983,Spring,u10,10m U-Wind,m/s
92,0.289857,-0.030591,-0.320448,0.341114,0.411002,0.822758,0.000000,0.676930,0.930354,92,92,-0.320448,0.441769,0.307031,0.695003,0.391304,0.000001,0.265654,0.001832,-0.263822,-99.310570,0.698020,0.204257,-0.493763,-70.737595,0.882187,0.316890,-0.565297,-64.079071,0.973152,0.399066,-0.574086,-58.992416,1.043394,0.538140,-0.505254,-48.424091,1983,Summer,u10,10m U-Wind,m/s
91,0.232704,0.002580,-0.230124,0.416418,0.518187,0.858917,0.000000,0.737739,0.595557,91,91,-0.230125,0.870088,0.616894,0.709002,0.274725,0.001979,0.342898,-0.024120,-0.367017,-107.034111,0.938434,0.325330,-0.613104,-65.332703,1.343066,0.794523,-0.548544,-40.842625,1.652173,1.001858,-0.650315,-39.361183,1.997825,1.942620,-0.055204,-2.763219,1983,Autumn,u10,10m U-Wind,m/s
90,-0.246663,-0.281435,-0.034771,0.332878,0.399137,0.817206,0.000000,0.667826,0.586300,90,90,-0.034771,0.680773,0.620791,0.911891,0.100000,0.762125,-0.226436,-0.207204,0.019232,8.493297,0.177708,0.185392,0.007684,4.323694,0.691131,0.447037,-0.244093,-35.317963,0.914908,0.555191,-0.359718,-39.317356,1.181847,0.812319,-0.369528,-31.266993,1983,Winter,v10,10m V-Wind,m/s
92,-0.126673,-0.572890,-0.446217,0.527872,0.618143,0.749930,0.000000,0.562396,0.978578,92,92,-0.446217,0.631675,0.565262,0.894863,0.326087,0.000100,-0.198988,-0.633320,-0.434332,-218.269958,0.229557,-0.249197,-0.478754,-208.555267,0.676361,0.038057,-0.638304,-94.373230,0.893849,0.251714,-0.642134,-71.839264,1.447549,1.005230,-0.442319,-30.556419,1983,Spring,v10,10m V-Wind,m/s
92,0.354515,-0.161708,-0.516223,0.517215,0.575392,0.780402,0.000000,0.609028,1.442100,92,92,-0.516223,0.398996,0.359835,0.901850,0.554348,0.000000,0.342899,-0.150222,-0.493122,-143.809418,0.553498,0.066871,-0.486627,-87.918396,0.811472,0.250667,-0.560805,-69.109581,0.992223,0.442997,-0.549225,-55.353024,1.404108,0.670456,-0.733652,-52.250404,1983,Summer,v10,10m V-Wind,m/s
91,0.045367,-0.370374,-0.415741,0.488321,0.597824,0.637634,0.000000,0.406577,1.112196,91,91,-0.415741,0.537517,0.457187,0.850554,0.395604,0.000001,-0.022259,-0.354984,-0.332725,-1494.806152,0.392321,-0.006305,-0.398626,-101.607178,0.801454,0.162498,-0.638957,-79.724648,0.913891,0.371478,-0.542413,-59.352055,1.015004,0.513890,-0.501114,-49.370636,1983,Autumn,v10,10m V-Wind,m/s
90,0.830802,0.331004,-0.499798,0.499798,0.499929,0.633070,0.000000,0.400777,35.360100,90,90,-0.499798,0.014138,0.012365,0.874552,1.000000,0.000000,0.825802,0.326613,-0.499190,-60.449051,0.838845,0.339503,-0.499341,-59.527283,0.851528,0.350228,-0.501300,-58.870613,0.861069,0.354220,-0.506849,-58.862797,0.868702,0.359843,-0.508859,-58.576920,1983,Winter,lai,Leaf Area Index,Index
92,1.071378,0.579603,-0.491775,0.491775,0.491969,0.998171,0.000000,0.996345,2.965943,92,92,-0.491775,0.165873,0.175073,1.055463,0.902174,0.000000,1.039403,0.528515,-0.510888,-49.152027,1.212397,0.724579,-0.487818,-40.235821,1.317859,0.848182,-0.469677,-35.639423,1.353485,0.891354,-0.462131,-34.143776,1.381986,0.925887,-0.456098,-33.003120,1983,Spring,lai,Leaf Area Index,Index
92,1.543955,1.122749,-0.421206,0.421206,0.421340,0.998140,0.000000,0.996284,7.007870,92,92,-0.421206,0.060124,0.069994,1.164169,1.000000,0.000000,1.561647,1.144999,-0.416647,-26.680004,1.593155,1.178795,-0.414360,-26.008749,1.611411,1.200114,-0.411296,-25.523996,1.618217,1.206264,-0.411953,-25.457207,1.622969,1.212202,-0.410767,-25.309620,1983,Summer,lai,Leaf Area Index,Index
91,1.091397,0.608372,-0.483025,0.483025,0.483903,0.999799,0.000000,0.999599,2.719554,91,91,-0.483026,0.177934,0.206801,1.162234,0.824176,0.000000,1.029400,0.541798,-0.487602,-47.367596,1.246184,0.789526,-0.456658,-36.644508,1.368852,0.927034,-0.441818,-32.276527,1.401409,0.964713,-0.436697,-31.161259,1.427456,0.994855,-0.432600,-30.305698,1983,Autumn,lai,Leaf Area Index,Index
91,277.156189,277.348846,0.192639,0.590698,0.757015,0.975964,0.000000,0.952507,0.253035,91,91,0.192657,2.991744,2.586864,0.864667,0.087912,0.876095,277.422455,277.543182,0.120728,0.043518,279.338043,279.138184,-0.199860,-0.071548,280.548462,280.496704,-0.051758,-0.018449,281.277771,281.049255,-0.228516,-0.081242,281.921844,281.477783,-0.444061,-0.157512,1984,Winter,t2m,2m Temperature,K
92,284.542664,284.147736,-0.394895,0.489717,0.605420,0.997427,0.000000,0.994860,0.141080,92,92,-0.394928,4.291321,3.939777,0.918080,0.130435,0.416118,285.406036,285.172974,-0.233063,-0.081660,287.826202,287.196167,-0.630035,-0.218894,290.328217,289.369354,-0.958862,-0.330268,290.562775,289.924957,-0.637817,-0.219511,291.108795,290.264557,-0.844238,-0.290008,1984,Spring,t2m,2m Temperature,K
92,294.829865,293.964386,-0.865438,0.865438,0.915311,0.981366,0.000000,0.963080,0.632705,92,92,-0.865479,1.446662,1.527142,1.055631,0.380435,0.000003,295.234558,294.575348,-0.659210,-0.223284,295.940125,295.021606,-0.918518,-0.310373,296.242889,295.473785,-0.769104,-0.259619,296.480042,295.607239,-0.872803,-0.294388,296.760437,295.825745,-0.934692,-0.314965,1984,Summer,t2m,2m Temperature,K
91,286.643188,286.466278,-0.176920,0.442574,0.535284,0.994525,0.000000,0.989080,0.120366,91,91,-0.176910,4.447128,4.224638,0.949970,0.120879,0.521725,286.547180,286.929199,0.382019,0.133318,290.493164,289.920410,-0.572754,-0.197166,292.821381,292.218140,-0.603241,-0.206010,292.997467,292.488953,-0.508514,-0.173556,293.344971,292.744904,-0.600067,-0.204560,1984,Autumn,t2m,2m Temperature,K
91,272.163300,273.251709,1.088408,1.156748,1.305714,0.978371,0.000000,0.957209,0.424498,91,91,1.088409,3.075903,2.669659,0.867927,0.197802,0.056641,272.676514,273.520721,0.844208,0.309600,274.318298,275.027100,0.708801,0.258386,275.768463,276.160950,0.392487,0.142325,276.558594,277.123596,0.565002,0.204298,277.063171,277.791504,0.728333,0.262876,1984,Winter,d2m,2m Dewpoint,K
92,277.284302,278.242767,0.958460,0.965218,1.066052,0.993645,0.000000,0.987331,0.282138,92,92,0.958466,3.778480,3.562241,0.942771,0.217391,0.025592,277.133057,278.650757,1.517700,0.547643,280.212891,281.029419,0.816528,0.291396,282.461853,283.120026,0.658173,0.233013,282.974579,283.201324,0.226746,0.080129,283.655640,284.094391,0.438751,0.154677,1984,Spring,d2m,2m Dewpoint,K
92,287.854309,287.663910,-0.190387,0.272115,0.334807,0.991745,0.000000,0.983559,0.201893,92,92,-0.190399,1.658338,1.469623,0.886202,0.141304,0.318630,288.110535,287.902039,-0.208496,-0.072367,288.848633,288.567993,-0.280640,-0.097158,289.677612,289.310760,-0.366852,-0.126641,289.950623,289.640045,-0.310577,-0.107114,290.273743,289.813721,-0.460022,-0.158479,1984,Summer,d2m,2m Dewpoint,K
91,280.782501,281.602051,0.819567,0.869419,1.033042,0.992101,0.000000,0.984265,0.255389,91,91,0.819550,4.044983,3.641495,0.900250,0.164835,0.169060,280.918488,281.941925,1.023438,0.364318,284.420837,285.022278,0.601440,0.211461,285.905701,286.104523,0.198822,0.069541,286.764099,286.526581,-0.237518,-0.082827,287.118286,287.058899,-0.059387,-0.020684,1984,Autumn,d2m,2m Dewpoint,K
91,956.965393,96796.695312,95839.734375,95839.734375,95840.242188,0.977333,0.000000,0.955180,27459.056641,91,91,95839.726562,3.490296,313.151855,89.720703,1.000000,0.000000,956.629761,96734.046875,95777.414062,10011.961914,958.977417,96980.421875,96021.445312,10012.900391,961.902954,97188.117188,96226.210938,10003.733398,962.930542,97390.437500,96427.507812,10013.962891,965.463257,97569.679688,96604.218750,10005.996094,1984,Winter,sp,Surface Pressure,hPa
92,954.892517,96630.757812,95675.867188,95675.867188,95676.234375,0.978264,0.000000,0.957000,29666.380859,92,92,95675.867188,3.225073,268.445251,83.236961,1.000000,0.000000,955.265137,96658.328125,95703.062500,10018.481445,957.082031,96820.359375,95863.281250,10016.203125,958.683105,96946.203125,95987.523438,10012.434570,960.000244,97102.078125,96142.078125,10014.797852,961.565857,97182.398438,96220.835938,10006.682617,1984,Spring,sp,Surface Pressure,hPa
92,955.971802,96658.796875,95702.812500,95702.812500,95702.960938,0.976362,0.000000,0.953283,54153.027344,92,92,95702.828125,1.767269,156.560715,88.589073,1.000000,0.000000,955.960815,96654.132812,95698.171875,10010.678711,956.946533,96753.078125,95796.132812,10010.604492,958.325378,96888.062500,95929.734375,10010.141602,958.877502,96922.023438,95963.148438,10007.863281,959.576233,96953.062500,95993.484375,10003.736328,1984,Summer,sp,Surface Pressure,hPa
91,956.250061,96683.062500,95726.835938,95726.835938,95727.101562,0.968699,0.000000,0.938377,34383.828125,91,91,95726.812500,2.784073,232.555099,83.530525,1.000000,0.000000,956.439941,96697.820312,95741.382812,10010.181641,957.954224,96812.757812,95854.804688,10006.198242,959.926880,96965.265625,96005.335938,10001.318359,960.798584,97090.687500,96129.890625,10005.207031,963.495483,97282.953125,96319.460938,9996.876953,1984,Autumn,sp,Surface Pressure,hPa
91,0.586822,0.267339,-0.319483,0.405215,0.470008,0.924612,0.000000,0.854908,0.555595,91,91,-0.319483,0.845954,0.659688,0.779815,0.241758,0.009575,0.600555,0.123559,-0.476996,-79.425896,1.238732,0.833734,-0.404999,-32.694622,1.641757,1.226704,-0.415053,-25.281025,1.802940,1.346998,-0.455941,-25.288767,2.337127,1.693967,-0.643160,-27.519262,1984,Winter,u10,10m U-Wind,m/s
92,0.535594,0.232296,-0.303298,0.380332,0.454395,0.871162,0.000000,0.758924,0.662599,92,92,-0.303298,0.685776,0.564110,0.822586,0.228261,0.016306,0.520283,0.237714,-0.282569,-54.310600,0.990114,0.684904,-0.305209,-30.825670,1.397302,1.011781,-0.385521,-27.590405,1.552458,1.128870,-0.423587,-27.284952,2.059855,1.299195,-0.760660,-36.927834,1984,Spring,u10,10m U-Wind,m/s
92,0.342034,-0.050989,-0.393023,0.394522,0.447592,0.894168,0.000000,0.799537,0.943395,92,92,-0.393023,0.474448,0.396911,0.836574,0.391304,0.000001,0.357184,-0.065210,-0.422394,-118.256691,0.712862,0.229546,-0.483317,-67.799431,0.970033,0.509364,-0.460669,-47.490070,1.031048,0.602351,-0.428698,-41.578808,1.313908,0.853907,-0.460001,-35.010128,1984,Summer,u10,10m U-Wind,m/s
91,0.054526,-0.049930,-0.104456,0.328303,0.417116,0.764602,0.000000,0.584616,0.665802,91,91,-0.104456,0.626486,0.485553,0.775042,0.142857,0.312341,0.046561,-0.116136,-0.162696,-349.429840,0.471578,0.311800,-0.159777,-33.881405,0.881868,0.619514,-0.262354,-29.749807,1.089057,0.716167,-0.372890,-34.239681,1.388968,1.196411,-0.192557,-13.863339,1984,Autumn,u10,10m U-Wind,m/s
91,-0.261517,-0.577801,-0.316285,0.469698,0.585293,0.750318,0.000000,0.562977,0.786743,91,91,-0.316285,0.743945,0.532489,0.715764,0.208791,0.037590,-0.364875,-0.636268,-0.271393,-74.379539,0.260111,-0.187669,-0.447779,-172.149460,0.788650,0.112194,-0.676456,-85.773888,0.993804,0.359227,-0.634577,-63.853333,1.330510,0.535312,-0.795198,-59.766403,1984,Winter,v10,10m V-Wind,m/s
